Id,Category
597,3
598,2
599,6
600,0
601,9
602,2
603,8
604,2
605,4
606,7
607,3
608,1
609,2
610,8
611,4
612,6
613,5
614,6
615,3
616,0
617,4
618,7
619,4
620,5
621,2
622,3
623,1
624,4
625,5
626,6
627,3
628,6
629,7
630,7
631,5
632,1
633,5
634,3
635,7
636,4
637,7
638,8
639,3
640,2
641,1
642,4
643,5
644,2
645,8
646,3
647,4
648,1
649,4
650,5
651,1
652,0
653,8
654,4
655,0
656,2
657,8
658,3
659,9
660,8
661,2
662,5
663,3
664,3
665,3
666,8
667,5
668,4
669,3
670,5
671,6
672,5
673,0
674,1
675,7
676,3
677,9
678,6
679,1
680,6
681,7
682,3
683,2
684,4
685,8
686,5
687,7
688,9
689,1
690,2
691,5
692,9
693,1
694,4
695,5
696,3
697,6
698,2
699,5
700,3
701,7
702,5
703,1
704,2
705,7
706,8
707,4
708,2
709,5
710,9
711,0
712,8
713,6
714,6
715,8
716,9
717,2
718,7
719,4
720,0
721,1
722,9
723,2
724,2
725,1
726,5
727,1
728,0
729,2
730,8
731,4
732,5
733,5
734,1
735,6
736,3
737,7
738,2
739,4
740,2
741,1
742,6
743,6
744,9
745,5
746,8
747,6
748,7
749,5
750,7
751,5
752,8
753,8
754,2
755,1
756,5
757,2
758,1
759,1
760,7
761,3
762,3
763,6
764,6
765,4
766,2
767,3
768,3
769,9
770,4
771,1
772,3
773,6
774,1
775,9
776,2
777,8
778,5
779,9
780,1
781,4
782,4
783,4
784,8
785,7
786,6
787,9
788,7
789,1
790,4
791,0
792,8
793,0
794,5
795,2
796,2
797,8
798,1
799,3
800,8
801,7
802,4
803,8
804,2
805,6
806,0
807,5
808,5
809,0
810,9
811,4
812,0
813,0
814,6
815,4
816,4
817,4
818,8
819,9
820,6
821,5
822,0
823,3
824,2
825,0
826,8
827,4
828,3
829,4
830,0
831,7
832,2
833,6
834,6
835,6
836,5
837,9
838,5
839,4
840,8
841,4
842,3
843,6
844,2
845,8
846,1
847,2
848,7
849,1
850,9
851,8
852,5
853,4
854,7
855,6
856,9
857,5
858,0
859,7
860,6
861,0
862,1
863,4
864,2
865,8
866,4
867,1
868,6
869,8
870,5
871,1
872,2
873,4
874,0
875,6
876,7
877,7
878,0
879,6
880,4
881,8
882,7
883,8
884,8
885,1
886,9
887,6
888,6
889,4
890,7
891,4
892,0
893,3
894,8
895,7
896,3
897,6
898,5
899,1
900,0
901,5
902,8
903,1
904,7
905,4
906,1
907,2
908,2
909,1
910,7
911,6
912,3
913,7
914,1
915,9
916,1
917,5
918,5
919,2
920,6
921,8
922,0
923,7
924,1
925,9
926,6
927,6
928,2
929,5
930,7
931,5
932,0
933,7
934,6
935,5
936,1
937,9
938,3
939,0
940,9
941,0
942,8
943,0
944,1
945,0
946,4
947,7
948,7
949,5
950,0
951,8
952,3
953,6
954,0
955,7
956,8
957,7
958,5
959,9
960,5
961,4
962,7
963,4
964,1
965,4
966,0
967,5
968,2
969,3
970,9
971,9
972,9
973,8
974,3
975,9
976,5
977,2
978,6
979,4
980,1
981,7
982,9
983,4
984,3
985,6
986,9
987,6
988,6
989,1
990,0
991,3
992,3
993,8
994,0
995,6
996,7
997,1
998,6
999,8
1000,6
1001,5
1002,5
1003,0
1004,6
1005,6
1006,5
1007,1
1008,6
1009,1
1010,2
1011,3
1012,3
1013,1
1014,3
1015,6
1016,6
1017,3
1018,5
1019,5
1020,7
1021,8
1022,8
1023,3
1024,3
1025,1
1026,5
1027,2
1028,4
1029,4
1030,3
1031,2
1032,9
1033,1
1034,1
1035,3
1036,8
1037,0
1038,8
1039,8
1040,5
1041,0
1042,4
1043,1
1044,7
1045,8
1046,1
1047,5
1048,5
1049,3
1050,1
1051,5
1052,7
1053,2
1054,2
1055,7
1056,4
1057,9
1058,8
1059,6
1060,7
1061,8
1062,9
1063,7
1064,4
1065,8
1066,7
1067,1
1068,4
1069,7
1070,9
1071,5
1072,0
1073,0
1074,7
1075,3
1076,6
1077,3
1078,1
1079,6
1080,1
1081,2
1082,5
1083,8
1084,2
1085,6
1086,7
1087,7
1088,8
1089,1
1090,8
1091,5
1092,3
1093,8
1094,0
1095,4
1096,6
1097,9
1098,6
1099,1
1100,6
1101,7
1102,5
1103,8
1104,3
1105,8
1106,6
1107,9
1108,2
1109,2
1110,3
1111,6
1112,7
1113,5
1114,5
1115,3
1116,7
1117,5
1118,2
1119,2
1120,4
1121,8
1122,5
1123,2
1124,5
1125,9
1126,1
1127,7
1128,1
1129,2
1130,9
1131,5
1132,8
1133,9
1134,8
1135,9
1136,9
1137,5
1138,5
1139,5
1140,5
1141,1
1142,2
1143,8
1144,7
1145,8
1146,0
1147,5
1148,1
1149,9
1150,0
1151,7
1152,1
1153,4
1154,1
1155,4
1156,6
1157,9
1158,8
1159,2
1160,8
1161,2
1162,3
1163,1
1164,5
1165,9
1166,3
1167,1
1168,1
1169,5
1170,4
1171,3
1172,3
1173,6
1174,8
1175,2
1176,0
1177,1
1178,7
1179,4
1180,1
1181,7
1182,5
1183,4
1184,3
1185,7
1186,2
1187,4
1188,9
1189,6
1190,7
1191,3
1192,9
1193,6
1194,1
1195,4
1196,8
1197,9
1198,9
1199,7
1200,3
1201,9
1202,7
1203,7
1204,3
1205,9
1206,4
1207,6
1208,3
1209,4
1210,8
1211,0
1212,5
1213,6
1214,9
1215,4
1216,2
1217,5
1218,3
1219,9
1220,5
1221,6
1222,3
1223,5
1224,7
1225,2
1226,8
1227,6
1228,8
1229,0
1230,9
1231,3
1232,7
1233,4
1234,6
1235,3
1236,2
1237,4
1238,1
1239,5
1240,9
1241,6
1242,1
1243,3
1244,2
1245,2
1246,6
1247,3
1248,7
1249,0
1250,2
1251,2
1252,3
1253,8
1254,7
1255,8
1256,9
1257,0
1258,2
1259,7
1260,8
1261,1
1262,8
1263,5
1264,2
1265,6
1266,8
1267,9
1268,6
1269,0
1270,0
1271,9
1272,3
1273,1
1274,0
1275,5
1276,9
1277,7
1278,1
1279,6
1280,6
1281,9
1282,6
1283,7
1284,3
1285,9
1286,8
1287,0
1288,4
1289,9
1290,8
1291,5
1292,4
1293,6
1294,0
1295,1
1296,0
1297,5
1298,6
1299,7
1300,2
1301,0
1302,2
1303,4
1304,3
1305,5
1306,2
1307,4
1308,9
1309,5
1310,1
1311,1
1312,0
1313,5
1314,2
1315,7
1316,4
1317,0
1318,4
1319,7
1320,6
1321,1
1322,3
1323,3
1324,8
1325,7
1326,7
1327,8
1328,4
1329,6
1330,4
1331,9
1332,7
1333,6
1334,9
1335,5
1336,9
1337,1
1338,2
1339,5
1340,2
1341,0
1342,5
1343,5
1344,3
1345,4
1346,8
1347,1
1348,6
1349,0
1350,8
1351,1
1352,2
1353,8
1354,0
1355,6
1356,0
1357,1
1358,6
1359,5
1360,3
1361,5
1362,1
1363,5
1364,6
1365,4
1366,3
1367,8
1368,5
1369,2
1370,2
1371,2
1372,1
1373,7
1374,6
1375,3
1376,1
1377,5
1378,7
1379,8
1380,4
1381,1
1382,8
1383,8
1384,3
1385,6
1386,3
1387,7
1388,1
1389,4
1390,3
1391,1
1392,4
1393,2
1394,8
1395,8
1396,1
1397,1
1398,5
1399,2
1400,7
1401,8
1402,0
1403,8
1404,8
1405,0
1406,4
1407,6
1408,5
1409,5
1410,9
1411,0
1412,0
1413,4
1414,6
1415,3
1416,6
1417,8
1418,8
1419,4
1420,1
1421,2
1422,1
1423,9
1424,0
1425,4
1426,6
1427,6
1428,1
1429,8
1430,2
1431,2
1432,6
1433,2
1434,6
1435,7
1436,1
1437,0
1438,0
1439,4
1440,3
1441,6
1442,6
1443,9
1444,0
1445,2
1446,5
1447,5
1448,0
1449,5
1450,3
1451,2
1452,6
1453,0
1454,8
1455,8
1456,5
1457,5
1458,6
1459,8
1460,1
1461,3
1462,8
1463,8
1464,1
1465,5
1466,9
1467,0
1468,0
1469,2
1470,3
1471,8
1472,0
1473,0
1474,2
1475,9
1476,5
1477,3
1478,0
1479,3
1480,5
1481,3
1482,5
1483,2
1484,3
1485,4
1486,5
1487,2
1488,0
1489,8
1490,8
1491,1
1492,7
1493,4
1494,1
1495,5
1496,0
1497,2
1498,6
1499,3
1500,9
1501,9
1502,2
1503,6
1504,5
1505,1
1506,4
1507,1
1508,3
1509,6
1510,5
1511,1
1512,9
1513,6
1514,9
1515,5
1516,3
1517,1
1518,0
1519,7
1520,9
1521,0
1522,0
1523,3
1524,0
1525,1
1526,2
1527,2
1528,9
1529,0
1530,9
1531,6
1532,9
1533,6
1534,7
1535,0
1536,6
1537,8
1538,3
1539,1
1540,0
1541,0
1542,9
1543,7
1544,1
1545,7
1546,9
1547,3
1548,8
1549,8
1550,3
1551,0
1552,3
1553,0
1554,4
1555,7
1556,5
1557,6
1558,1
1559,4
1560,2
1561,6
1562,8
1563,4
1564,4
1565,9
1566,0
1567,3
1568,5
1569,1
1570,6
1571,3
1572,3
1573,2
1574,6
1575,6
1576,0
1577,9
1578,9
1579,3
1580,4
1581,0
1582,1
1583,2
1584,9
1585,1
1586,3
1587,0
1588,0
1589,5
1590,9
1591,9
1592,8
1593,1
1594,3
1595,1
1596,5
1597,9
1598,7
1599,2
1600,1
1601,8
1602,4
1603,0
1604,3
1605,5
1606,5
1607,9
1608,4
1609,4
1610,2
1611,9
1612,6
1613,4
1614,0
1615,5
1616,9
1617,7
1618,6
1619,6
1620,6
1621,1
1622,6
1623,9
1624,7
1625,1
1626,5
1627,3
1628,0
1629,3
1630,6
1631,8
1632,7
1633,8
1634,5
1635,2
1636,3
1637,2
1638,1
1639,4
1640,2
1641,8
1642,2
1643,2
1644,1
1645,5
1646,0
1647,7
1648,2
1649,4
1650,1
1651,1
1652,2
1653,8
1654,7
1655,6
1656,2
1657,1
1658,0
1659,1
1660,5
1661,7
1662,8
1663,9
1664,1
1665,7
1666,5
1667,4
1668,8
1669,1
1670,7
1671,3
1672,8
1673,1
1674,1
1675,9
1676,9
1677,7
1678,9
1679,7
1680,7
1681,0
1682,3
1683,9
1684,0
1685,9
1686,4
1687,9
1688,7
1689,9
1690,1
1691,0
1692,5
1693,4
1694,9
1695,7
1696,0
1697,3
1698,4
1699,9
1700,0
1701,9
1702,5
1703,3
1704,4
1705,3
1706,2
1707,1
1708,8
1709,3
1710,3
1711,9
1712,2
1713,1
1714,8
1715,3
1716,8
1717,6
1718,9
1719,5
1720,9
1721,6
1722,1
1723,5
1724,6
1725,8
1726,4
1727,2
1728,5
1729,6
1730,2
1731,6
1732,7
1733,7
1734,1
1735,6
1736,6
1737,5
1738,6
1739,5
1740,7
1741,5
1742,0
1743,0
1744,7
1745,6
1746,7
1747,6
1748,7
1749,7
1750,1
1751,0
1752,8
1753,8
1754,3
1755,6
1756,5
1757,1
1758,6
1759,9
1760,4
1761,0
1762,4
1763,9
1764,0
1765,2
1766,2
1767,4
1768,5
1769,4
1770,3
1771,2
1772,7
1773,9
1774,6
1775,6
1776,1
1777,1
1778,1
1779,0
1780,0
1781,5
1782,1
1783,2
1784,5
1785,8
1786,7
1787,6
1788,8
1789,8
1790,8
1791,6
1792,6
1793,0
1794,5
1795,8
1796,1
1797,7
1798,7
1799,9
1800,9
1801,6
1802,2
1803,5
1804,5
1805,6
1806,3
1807,1
1808,1
1809,4
1810,2
1811,4
1812,1
1813,2
1814,0
1815,0
1816,7
1817,4
1818,6
1819,7
1820,4
1821,7
1822,2
1823,7
1824,2
1825,2
1826,1
1827,0
1828,3
1829,2
1830,1
1831,2
1832,2
1833,4
1834,2
1835,1
1836,3
1837,2
1838,0
1839,8
1840,7
1841,3
1842,3
1843,0
1844,4
1845,0
1846,6
1847,0
1848,7
1849,6
1850,8
1851,6
1852,8
1853,0
1854,6
1855,7
1856,3
1857,0
1858,1
1859,9
1860,5
1861,5
1862,0
1863,3
1864,3
1865,0
1866,9
1867,7
1868,8
1869,5
1870,1
1871,6
1872,9
1873,4
1874,4
1875,3
1876,5
1877,1
1878,0
1879,4
1880,4
1881,5
1882,8
1883,1
1884,2
1885,3
1886,3
1887,7
1888,6
1889,9
1890,5
1891,3
1892,8
1893,8
1894,0
1895,7
1896,4
1897,7
1898,0
1899,3
1900,2
1901,0
1902,2
1903,5
1904,5
1905,1
1906,9
1907,4
1908,6
1909,9
1910,9
1911,6
1912,1
1913,5
1914,1
1915,6
1916,3
1917,4
1918,4
1919,3
1920,0
1921,1
1922,7
1923,3
1924,5
1925,1
1926,2
1927,5
1928,0
1929,1
1930,8
1931,4
1932,8
1933,4
1934,1
1935,3
1936,4
1937,7
1938,2
1939,0
1940,8
1941,5
1942,8
1943,8
1944,8
1945,2
1946,4
1947,7
1948,5
1949,7
1950,3
1951,7
1952,8
1953,5
1954,6
1955,0
1956,2
1957,3
1958,4
1959,2
1960,6
1961,6
1962,7
1963,8
1964,2
1965,5
1966,8
1967,3
1968,6
1969,1
1970,5
1971,2
1972,1
1973,1
1974,0
1975,1
1976,5
1977,7
1978,0
1979,9
1980,7
1981,5
1982,7
1983,5
1984,0
1985,3
1986,9
1987,4
1988,0
1989,3
1990,3
1991,1
1992,1
1993,0
1994,8
1995,7
1996,6
1997,7
1998,3
1999,6
2000,9
2001,7
2002,4
2003,4
2004,7
2005,4
2006,9
2007,7
2008,1
2009,8
2010,8
2011,7
2012,5
2013,2
2014,3
2015,3
2016,7
2017,9
2018,9
2019,6
2020,0
2021,1
2022,0
2023,7
2024,2
2025,6
2026,8
2027,1
2028,6
2029,5
2030,1
2031,2
2032,6
2033,2
2034,9
2035,5
2036,6
2037,6
2038,4
2039,6
2040,3
2041,8
2042,1
2043,0
2044,8
2045,4
2046,3
2047,1
2048,7
2049,3
2050,7
2051,7
2052,7
2053,5
2054,0
2055,1
2056,7
2057,6
2058,8
2059,2
2060,5
2061,3
2062,1
2063,5
2064,6
2065,8
2066,0
2067,5
2068,6
2069,7
2070,0
2071,8
2072,0
2073,8
2074,4
2075,5
2076,7
2077,2
2078,4
2079,9
2080,6
2081,9
2082,2
2083,5
2084,0
2085,4
2086,7
2087,7
2088,5
2089,1
2090,8
2091,2
2092,0
2093,7
2094,3
2095,1
2096,6
2097,3
2098,2
2099,4
2100,7
2101,9
2102,3
2103,0
2104,3
2105,7
2106,9
2107,1
2108,8
2109,5
2110,0
2111,0
2112,9
2113,6
2114,3
2115,6
2116,2
2117,1
2118,2
2119,7
2120,0
2121,1
2122,8
2123,8
2124,8
2125,6
2126,1
2127,1
2128,0
2129,9
2130,6
2131,0
2132,3
2133,9
2134,1
2135,6
2136,4
2137,9
2138,6
2139,0
2140,7
2141,9
2142,2
2143,6
2144,5
2145,2
2146,5
2147,1
2148,2
2149,9
2150,2
2151,7
2152,7
2153,0
2154,0
2155,8
2156,9
2157,6
2158,6
2159,9
2160,0
2161,1
2162,7
2163,6
2164,0
2165,8
2166,9
2167,2
2168,8
2169,6
2170,8
2171,6
2172,6
2173,4
2174,4
2175,2
2176,7
2177,1
2178,2
2179,7
2180,9
2181,0
2182,8
2183,4
2184,7
2185,1
2186,2
2187,9
2188,2
2189,1
2190,0
2191,1
2192,6
2193,0
2194,9
2195,9
2196,5
2197,9
2198,8
2199,2
2200,0
2201,1
2202,1
2203,7
2204,0
2205,2
2206,6
2207,5
2208,3
2209,5
2210,8
2211,1
2212,6
2213,9
2214,7
2215,5
2216,8
2217,2
2218,3
2219,3
2220,7
2221,1
2222,4
2223,7
2224,0
2225,0
2226,2
2227,4
2228,7
2229,2
2230,2
2231,3
2232,0
2233,6
2234,5
2235,2
2236,0
2237,3
2238,8
2239,5
2240,8
2241,7
2242,1
2243,0
2244,5
2245,9
2246,9
2247,6
2248,3
2249,2
2250,8
2251,2
2252,2
2253,1
2254,7
2255,8
2256,5
2257,7
2258,7
2259,6
2260,7
2261,0
2262,0
2263,0
2264,0
2265,1
2266,4
2267,4
2268,1
2269,4
2270,2
2271,1
2272,1
2273,5
2274,3
2275,0
2276,0
2277,2
2278,7
2279,5
2280,4
2281,7
2282,6
2283,5
2284,6
2285,7
2286,5
2287,2
2288,1
2289,2
2290,9
2291,0
2292,5
2293,4
2294,7
2295,6
2296,2
2297,5
2298,2
2299,3
2300,6
2301,0
2302,5
2303,9
2304,0
2305,6
2306,2
2307,6
2308,8
2309,7
2310,5
2311,9
2312,4
2313,7
2314,0
2315,3
2316,3
2317,3
2318,4
2319,2
2320,1
2321,3
2322,6
2323,9
2324,7
2325,2
2326,2
2327,9
2328,6
2329,7
2330,3
2331,2
2332,2
2333,7
2334,1
2335,6
2336,1
2337,0
2338,6
2339,5
2340,0
2341,7
2342,7
2343,6
2344,9
2345,5
2346,1
2347,2
2348,1
2349,8
2350,1
2351,4
2352,2
2353,3
2354,6
2355,0
2356,4
2357,3
2358,3
2359,2
2360,9
2361,0
2362,1
2363,5
2364,5
2365,0
2366,3
2367,9
2368,5
2369,6
2370,2
2371,9
2372,8
2373,2
2374,2
2375,0
2376,2
2377,1
2378,6
2379,3
2380,4
2381,4
2382,3
2383,1
2384,8
2385,2
2386,4
2387,0
2388,3
2389,3
2390,9
2391,1
2392,5
2393,6
2394,7
2395,1
2396,1
2397,6
2398,6
2399,4
2400,3
2401,9
2402,4
2403,9
2404,9
2405,3
2406,0
2407,9
2408,0
2409,2
2410,3
2411,8
2412,6
2413,1
2414,0
2415,8
2416,3
2417,8
2418,3
2419,4
2420,7
2421,5
2422,7
2423,6
2424,5
2425,7
2426,8
2427,8
2428,0
2429,8
2430,7
2431,9
2432,5
2433,1
2434,4
2435,7
2436,7
2437,8
2438,8
2439,0
2440,4
2441,4
2442,9
2443,7
2444,5
2445,8
2446,1
2447,8
2448,4
2449,8
2450,9
2451,9
2452,7
2453,4
2454,9
2455,3
2456,5
2457,4
2458,2
2459,3
2460,7
2461,7
2462,2
2463,4
2464,5
2465,1
2466,4
2467,5
2468,0
2469,0
2470,4
2471,0
2472,4
2473,4
2474,7
2475,7
2476,2
2477,1
2478,5
2479,1
2480,8
2481,5
2482,1
2483,8
2484,0
2485,6
2486,7
2487,4
2488,7
2489,7
2490,6
2491,0
2492,4
2493,1
2494,6
2495,7
2496,9
2497,4
2498,0
2499,0
2500,3
2501,1
2502,8
2503,4
2504,0
2505,7
2506,0
2507,9
2508,8
2509,9
2510,0
2511,1
2512,4
2513,4
2514,3
2515,5
2516,5
2517,7
2518,7
2519,1
2520,4
2521,3
2522,9
2523,4
2524,2
2525,3
2526,0
2527,9
2528,9
2529,1
2530,7
2531,1
2532,7
2533,9
2534,1
2535,1
2536,9
2537,9
2538,9
2539,2
2540,1
2541,4
2542,4
2543,8
2544,5
2545,5
2546,0
2547,7
2548,7
2549,7
2550,5
2551,5
2552,7
2553,4
2554,5
2555,8
2556,7
2557,1
2558,5
2559,9
2560,6
2561,1
2562,3
2563,0
2564,4
2565,7
2566,8
2567,7
2568,7
2569,9
2570,6
2571,9
2572,1
2573,4
2574,8
2575,0
2576,6
2577,2
2578,0
2579,8
2580,3
2581,4
2582,4
2583,5
2584,0
2585,1
2586,3
2587,6
2588,6
2589,3
2590,2
2591,7
2592,0
2593,8
2594,0
2595,2
2596,1
2597,1
2598,9
2599,8
2600,7
2601,0
2602,4
2603,8
2604,9
2605,7
2606,4
2607,9
2608,5
2609,0
2610,6
2611,0
2612,7
2613,8
2614,9
2615,1
2616,1
2617,0
2618,9
2619,8
2620,3
2621,8
2622,7
2623,3
2624,8
2625,4
2626,2
2627,4
2628,9
2629,3
2630,3
2631,7
2632,6
2633,3
2634,4
2635,7
2636,5
2637,2
2638,5
2639,6
2640,3
2641,5
2642,6
2643,5
2644,5
2645,2
2646,5
2647,4
2648,5
2649,0
2650,1
2651,1
2652,4
2653,6
2654,8
2655,2
2656,0
2657,0
2658,0
2659,2
2660,6
2661,7
2662,6
2663,1
2664,5
2665,4
2666,3
2667,9
2668,2
2669,5
2670,2
2671,6
2672,1
2673,1
2674,9
2675,5
2676,0
2677,3
2678,9
2679,2
2680,0
2681,1
2682,9
2683,9
2684,9
2685,7
2686,0
2687,5
2688,2
2689,5
2690,5
2691,2
2692,1
2693,8
2694,4
2695,8
2696,5
2697,1
2698,9
2699,6
2700,9
2701,6
2702,2
2703,7
2704,3
2705,4
2706,6
2707,1
2708,5
2709,0
2710,6
2711,0
2712,1
2713,5
2714,8
2715,2
2716,5
2717,5
2718,9
2719,4
2720,0
2721,8
2722,1
2723,0
2724,4
2725,5
2726,6
2727,2
2728,8
2729,1
2730,9
2731,8
2732,8
2733,5
2734,6
2735,5
2736,2
2737,1
2738,7
2739,6
2740,5
2741,0
2742,7
2743,9
2744,7
2745,3
2746,0
2747,6
2748,3
2749,1
2750,0
2751,9
2752,6
2753,9
2754,5
2755,6
2756,5
2757,4
2758,8
2759,0
2760,8
2761,9
2762,3
2763,9
2764,1
2765,5
2766,8
2767,7
2768,1
2769,7
2770,3
2771,8
2772,5
2773,7
2774,6
2775,2
2776,3
2777,3
2778,7
2779,9
2780,1
2781,0
2782,9
2783,9
2784,9
2785,5
2786,7
2787,0
2788,2
2789,8
2790,3
2791,1
2792,8
2793,6
2794,5
2795,4
2796,7
2797,2
2798,0
2799,3
2800,2
2801,7
2802,8
2803,4
2804,9
2805,2
2806,1
2807,4
2808,6
2809,0
2810,1
2811,0
2812,0
2813,2
2814,5
2815,8
2816,8
2817,5
2818,6
2819,1
2820,4
2821,9
2822,0
2823,4
2824,8
2825,5
2826,1
2827,0
2828,1
2829,9
2830,0
2831,6
2832,8
2833,5
2834,6
2835,9
2836,3
2837,2
2838,6
2839,8
2840,7
2841,0
2842,0
2843,8
2844,3
2845,5
2846,4
2847,3
2848,0
2849,2
2850,7
2851,8
2852,6
2853,7
2854,4
2855,3
2856,0
2857,8
2858,9
2859,9
2860,3
2861,5
2862,4
2863,9
2864,4
2865,2
2866,8
2867,5
2868,8
2869,0
2870,6
2871,1
2872,4
2873,9
2874,1
2875,0
2876,7
2877,0
2878,2
2879,2
2880,0
2881,1
2882,1
2883,1
2884,4
2885,5
2886,9
2887,9
2888,2
2889,8
2890,4
2891,6
2892,1
2893,8
2894,8
2895,1
2896,9
2897,8
2898,7
2899,1
2900,8
2901,1
2902,1
2903,1
2904,3
2905,6
2906,9
2907,7
2908,0
2909,0
2910,1
2911,2
2912,9
2913,8
2914,9
2915,4
2916,4
2917,2
2918,1
2919,1
2920,9
2921,3
2922,4
2923,9
2924,3
2925,9
2926,1
2927,4
2928,0
2929,1
2930,2
2931,8
2932,6
2933,4
2934,3
2935,0
2936,7
2937,0
2938,8
2939,8
2940,9
2941,8
2942,0
2943,9
2944,7
2945,1
2946,5
2947,8
2948,2
2949,6
2950,1
2951,9
2952,7
2953,0
2954,9
2955,8
2956,4
2957,1
2958,6
2959,2
2960,6
2961,6
2962,8
2963,0
2964,7
2965,3
2966,1
2967,9
2968,8
2969,1
2970,0
2971,4
2972,4
2973,6
2974,7
2975,3
2976,8
2977,2
2978,5
2979,1
2980,1
2981,1
2982,7
2983,4
2984,1
2985,3
2986,7
2987,7
2988,8
2989,5
2990,1
2991,1
2992,7
2993,3
2994,5
2995,2
2996,0
